date;cash_type;money;coffee_name
04/11/2024;card;35.76;Latte
04/11/2024;card;35.76;Latte
04/11/2024;card;30.86;Americano with Milk
04/11/2024;card;25.96;Americano
04/11/2024;card;30.86;Americano with Milk
04/11/2024;card;35.76;Cocoa
04/11/2024;card;35.76;Cocoa
05/11/2024;card;35.76;Cocoa
05/11/2024;card;30.86;Americano with Milk
05/11/2024;card;35.76;Cappuccino
05/11/2024;card;30.86;Americano with Milk
05/11/2024;card;30.86;Americano with Milk
05/11/2024;card;35.76;Cocoa
05/11/2024;card;35.76;Latte
05/11/2024;card;35.76;Latte
05/11/2024;card;35.76;Latte
05/11/2024;card;35.76;Cappuccino
05/11/2024;card;35.76;Cappuccino
05/11/2024;card;35.76;Cappuccino
05/11/2024;card;35.76;Cocoa
05/11/2024;card;35.76;Cocoa
05/11/2024;card;35.76;Hot Chocolate
05/11/2024;card;35.76;Hot Chocolate
05/11/2024;card;30.86;Americano with Milk
06/11/2024;card;35.76;Latte
06/11/2024;card;21.06;Espresso
06/11/2024;card;25.96;Americano
06/11/2024;card;35.76;Cappuccino
06/11/2024;card;35.76;Latte
06/11/2024;card;35.76;Cappuccino
06/11/2024;card;35.76;Hot Chocolate
06/11/2024;card;35.76;Hot Chocolate
07/11/2024;card;35.76;Latte
07/11/2024;card;25.96;Americano
07/11/2024;card;25.96;Americano
07/11/2024;card;35.76;Cocoa
07/11/2024;card;35.76;Hot Chocolate
07/11/2024;card;35.76;Latte
07/11/2024;card;35.76;Latte
08/11/2024;card;30.86;Americano with Milk
08/11/2024;card;25.96;Americano
08/11/2024;card;25.96;Americano
08/11/2024;card;35.76;Cappuccino
08/11/2024;card;35.76;Latte
08/11/2024;card;35.76;Latte
08/11/2024;card;30.86;Americano with Milk
08/11/2024;card;30.86;Americano with Milk
08/11/2024;card;35.76;Hot Chocolate
08/11/2024;card;35.76;Hot Chocolate
08/11/2024;card;35.76;Hot Chocolate
08/11/2024;card;35.76;Latte
09/11/2024;card;30.86;Americano with Milk
09/11/2024;card;25.96;Cortado
09/11/2024;card;25.96;Cortado
09/11/2024;card;35.76;Latte
09/11/2024;card;35.76;Hot Chocolate
09/11/2024;card;35.76;Hot Chocolate
09/11/2024;card;35.76;Hot Chocolate
09/11/2024;card;35.76;Hot Chocolate
09/11/2024;card;25.96;Americano
09/11/2024;card;30.86;Americano with Milk
09/11/2024;card;35.76;Latte
09/11/2024;card;35.76;Cocoa
09/11/2024;card;25.96;Americano
09/11/2024;card;35.76;Latte
09/11/2024;card;35.76;Cocoa
09/11/2024;card;25.96;Americano
09/11/2024;card;25.96;Americano
10/11/2024;card;25.96;Americano
10/11/2024;card;35.76;Cocoa
10/11/2024;card;35.76;Hot Chocolate
10/11/2024;card;35.76;Hot Chocolate
10/11/2024;card;35.76;Cappuccino
10/11/2024;card;35.76;Cappuccino
11/11/2024;card;35.76;Cappuccino
11/11/2024;card;30.86;Americano with Milk
11/11/2024;card;25.96;Cortado
11/11/2024;card;35.76;Cappuccino
11/11/2024;card;35.76;Hot Chocolate
11/11/2024;card;35.76;Cappuccino
11/11/2024;card;35.76;Latte
11/11/2024;card;35.76;Hot Chocolate
11/11/2024;card;35.76;Latte
11/11/2024;card;35.76;Latte
12/11/2024;card;35.76;Latte
12/11/2024;card;35.76;Latte
12/11/2024;card;35.76;Latte
12/11/2024;card;35.76;Hot Chocolate
12/11/2024;card;35.76;Hot Chocolate
12/11/2024;card;35.76;Cocoa
12/11/2024;card;35.76;Cappuccino
12/11/2024;card;35.76;Latte
12/11/2024;card;35.76;Cocoa
13/11/2024;card;30.86;Americano with Milk
13/11/2024;card;35.76;Latte
13/11/2024;card;30.86;Americano with Milk
13/11/2024;card;30.86;Americano with Milk
13/11/2024;card;30.86;Americano with Milk
13/11/2024;card;35.76;Latte
14/11/2024;card;35.76;Latte
14/11/2024;card;25.96;Americano
14/11/2024;card;21.06;Espresso
14/11/2024;card;35.76;Cappuccino
14/11/2024;card;35.76;Latte
14/11/2024;card;35.76;Cappuccino
14/11/2024;card;30.86;Americano with Milk
14/11/2024;card;35.76;Cappuccino
14/11/2024;card;35.76;Hot Chocolate
14/11/2024;card;35.76;Hot Chocolate
14/11/2024;card;35.76;Cocoa
14/11/2024;card;35.76;Hot Chocolate
14/11/2024;card;35.76;Latte
14/11/2024;card;35.76;Latte
15/11/2024;card;30.86;Americano with Milk
15/11/2024;card;30.86;Americano with Milk
15/11/2024;card;35.76;Cocoa
15/11/2024;card;35.76;Cocoa
15/11/2024;card;35.76;Latte
15/11/2024;card;25.96;Americano
15/11/2024;card;30.86;Americano with Milk
15/11/2024;card;35.76;Latte
15/11/2024;card;35.76;Hot Chocolate
15/11/2024;card;30.86;Americano with Milk
15/11/2024;card;30.86;Americano with Milk
16/11/2024;card;25.96;Cortado
16/11/2024;card;25.96;Cortado
16/11/2024;card;35.76;Hot Chocolate
16/11/2024;card;35.76;Latte
16/11/2024;card;25.96;Americano
16/11/2024;card;35.76;Cappuccino
16/11/2024;card;30.86;Americano with Milk
16/11/2024;card;35.76;Latte
16/11/2024;card;35.76;Latte
16/11/2024;card;30.86;Americano with Milk
16/11/2024;card;35.76;Latte
16/11/2024;card;35.76;Latte
16/11/2024;card;30.86;Americano with Milk
17/11/2024;card;30.86;Americano with Milk
17/11/2024;card;30.86;Americano with Milk
17/11/2024;card;25.96;Americano
17/11/2024;card;30.86;Americano with Milk
17/11/2024;card;35.76;Latte
17/11/2024;card;35.76;Latte
17/11/2024;card;35.76;Hot Chocolate
17/11/2024;card;35.76;Hot Chocolate
17/11/2024;card;35.76;Hot Chocolate
18/11/2024;card;30.86;Americano with Milk
18/11/2024;card;30.86;Americano with Milk
18/11/2024;card;35.76;Latte
18/11/2024;card;35.76;Latte
18/11/2024;card;35.76;Latte
18/11/2024;card;35.76;Latte
19/11/2024;card;35.76;Cocoa
19/11/2024;card;30.86;Americano with Milk
19/11/2024;card;35.76;Latte
19/11/2024;card;21.06;Espresso
19/11/2024;card;35.76;Latte
19/11/2024;card;30.86;Americano with Milk
19/11/2024;card;35.76;Latte
19/11/2024;card;35.76;Cocoa
19/11/2024;card;35.76;Cocoa
19/11/2024;card;35.76;Cappuccino
19/11/2024;card;35.76;Cappuccino
20/11/2024;card;30.86;Americano with Milk
20/11/2024;card;35.76;Latte
20/11/2024;card;35.76;Cappuccino
20/11/2024;card;35.76;Hot Chocolate
21/11/2024;card;25.96;Cortado
21/11/2024;card;35.76;Latte
21/11/2024;card;35.76;Cocoa
21/11/2024;card;35.76;Cocoa
21/11/2024;card;35.76;Latte
21/11/2024;card;30.86;Americano with Milk
21/11/2024;card;25.96;Cortado
21/11/2024;card;35.76;Hot Chocolate
22/11/2024;card;35.76;Latte
22/11/2024;card;35.76;Cappuccino
22/11/2024;card;35.76;Latte
22/11/2024;card;35.76;Cocoa
22/11/2024;card;35.76;Hot Chocolate
22/11/2024;card;35.76;Latte
23/11/2024;card;25.96;Cortado
23/11/2024;card;25.96;Cortado
23/11/2024;card;35.76;Latte
23/11/2024;card;35.76;Cappuccino
23/11/2024;card;25.96;Americano
23/11/2024;card;25.96;Americano
23/11/2024;card;35.76;Hot Chocolate
23/11/2024;card;35.76;Latte
24/11/2024;card;35.76;Latte
25/11/2024;card;35.76;Cappuccino
25/11/2024;card;35.76;Latte
25/11/2024;card;30.86;Americano with Milk
25/11/2024;card;25.96;Cortado
25/11/2024;card;35.76;Latte
25/11/2024;card;35.76;Latte
25/11/2024;card;35.76;Hot Chocolate
25/11/2024;card;30.86;Americano with Milk
25/11/2024;card;35.76;Hot Chocolate
25/11/2024;card;35.76;Hot Chocolate
25/11/2024;card;35.76;Cappuccino
26/11/2024;card;35.76;Latte
26/11/2024;card;35.76;Cocoa
26/11/2024;card;25.96;Americano
26/11/2024;card;35.76;Cocoa
26/11/2024;card;35.76;Cocoa
26/11/2024;card;35.76;Latte
26/11/2024;card;35.76;Latte
26/11/2024;card;25.96;Americano
26/11/2024;card;30.86;Americano with Milk
26/11/2024;card;35.76;Cocoa
28/11/2024;card;35.76;Cappuccino
28/11/2024;card;30.86;Americano with Milk
28/11/2024;card;30.86;Americano with Milk
28/11/2024;card;35.76;Latte
28/11/2024;card;35.76;Latte
28/11/2024;card;35.76;Cappuccino
29/11/2024;card;35.76;Cocoa
29/11/2024;card;35.76;Latte
29/11/2024;card;30.86;Americano with Milk
29/11/2024;card;30.86;Americano with Milk
29/11/2024;card;30.86;Americano with Milk
29/11/2024;card;35.76;Latte
29/11/2024;card;35.76;Cocoa
30/11/2024;card;35.76;Cocoa
30/11/2024;card;25.96;Americano
30/11/2024;card;35.76;Hot Chocolate
30/11/2024;card;35.76;Cocoa
30/11/2024;card;30.86;Americano with Milk
30/11/2024;card;30.86;Americano with Milk
01/12/2024;card;30.86;Americano with Milk
01/12/2024;card;30.86;Americano with Milk
01/12/2024;card;30.86;Americano with Milk
01/12/2024;card;30.86;Americano with Milk
01/12/2024;card;35.76;Cocoa
01/12/2024;card;35.76;Cocoa
01/12/2024;card;35.76;Cappuccino
01/12/2024;card;35.76;Latte
01/12/2024;card;35.76;Latte
01/12/2024;card;35.76;Latte
01/12/2024;card;35.76;Latte
01/12/2024;card;30.86;Americano with Milk
01/12/2024;card;30.86;Americano with Milk
01/12/2024;card;30.86;Americano with Milk
02/12/2024;card;35.76;Latte
02/12/2024;card;25.96;Americano
02/12/2024;card;30.86;Americano with Milk
02/12/2024;card;35.76;Cocoa
02/12/2024;card;25.96;Cortado
02/12/2024;card;21.06;Espresso
02/12/2024;card;35.76;Cappuccino
02/12/2024;card;25.96;Americano
02/12/2024;card;35.76;Cappuccino
03/12/2024;card;35.76;Latte
03/12/2024;card;30.86;Americano with Milk
03/12/2024;card;30.86;Americano with Milk
03/12/2024;card;25.96;Americano
03/12/2024;card;30.86;Americano with Milk
03/12/2024;card;30.86;Americano with Milk
03/12/2024;card;30.86;Americano with Milk
03/12/2024;card;35.76;Cocoa
03/12/2024;card;35.76;Latte
03/12/2024;card;35.76;Cappuccino
03/12/2024;card;35.76;Hot Chocolate
03/12/2024;card;30.86;Americano with Milk
03/12/2024;card;35.76;Cappuccino
04/12/2024;card;25.96;Cortado
04/12/2024;card;35.76;Latte
04/12/2024;card;35.76;Latte
04/12/2024;card;25.96;Americano
04/12/2024;card;30.86;Americano with Milk
04/12/2024;card;30.86;Americano with Milk
04/12/2024;card;30.86;Americano with Milk
04/12/2024;card;35.76;Hot Chocolate
04/12/2024;card;30.86;Americano with Milk
04/12/2024;card;35.76;Hot Chocolate
05/12/2024;card;25.96;Americano
05/12/2024;card;25.96;Cortado
05/12/2024;card;30.86;Americano with Milk
05/12/2024;card;30.86;Americano with Milk
05/12/2024;card;35.76;Latte
05/12/2024;card;25.96;Americano
05/12/2024;card;35.76;Cappuccino
05/12/2024;card;35.76;Latte
05/12/2024;card;35.76;Latte
06/12/2024;card;35.76;Latte
06/12/2024;card;35.76;Hot Chocolate
06/12/2024;card;35.76;Latte
06/12/2024;card;35.76;Hot Chocolate
07/12/2024;card;30.86;Americano with Milk
07/12/2024;card;25.96;Americano
07/12/2024;card;35.76;Latte
07/12/2024;card;35.76;Cappuccino
07/12/2024;card;30.86;Americano with Milk
07/12/2024;card;25.96;Americano
08/12/2024;card;25.96;Cortado
08/12/2024;card;35.76;Latte
08/12/2024;card;35.76;Cappuccino
08/12/2024;card;25.96;Cortado
08/12/2024;card;30.86;Americano with Milk
08/12/2024;card;30.86;Americano with Milk
08/12/2024;card;35.76;Cappuccino
08/12/2024;card;21.06;Espresso
08/12/2024;card;35.76;Cappuccino
08/12/2024;card;30.86;Americano with Milk
08/12/2024;card;30.86;Americano with Milk
09/12/2024;card;35.76;Cappuccino
09/12/2024;card;25.96;Americano
09/12/2024;card;30.86;Americano with Milk
09/12/2024;card;25.96;Cortado
09/12/2024;card;35.76;Cocoa
10/12/2024;card;25.96;Cortado
10/12/2024;card;35.76;Hot Chocolate
11/12/2024;card;35.76;Latte
11/12/2024;card;25.96;Cortado
11/12/2024;card;35.76;Hot Chocolate
11/12/2024;card;21.06;Espresso
11/12/2024;card;35.76;Cocoa
11/12/2024;card;35.76;Latte
11/12/2024;card;35.76;Latte
12/12/2024;card;30.86;Americano with Milk
12/12/2024;card;25.96;Americano
12/12/2024;card;21.06;Espresso
12/12/2024;card;21.06;Espresso
12/12/2024;card;25.96;Americano
12/12/2024;card;35.76;Cocoa
12/12/2024;card;35.76;Cocoa
13/12/2024;card;25.96;Americano
13/12/2024;card;25.96;Americano
13/12/2024;card;35.76;Hot Chocolate
13/12/2024;card;35.76;Hot Chocolate
13/12/2024;card;35.76;Cocoa
13/12/2024;card;35.76;Cappuccino
13/12/2024;card;35.76;Cappuccino
13/12/2024;card;35.76;Latte
14/12/2024;card;30.86;Americano with Milk
14/12/2024;card;35.76;Cocoa
14/12/2024;card;35.76;Cappuccino
14/12/2024;card;25.96;Americano
14/12/2024;card;35.76;Latte
14/12/2024;card;35.76;Cocoa
14/12/2024;card;25.96;Americano
14/12/2024;card;25.96;Americano
14/12/2024;card;25.96;Americano
14/12/2024;card;25.96;Americano
14/12/2024;card;30.86;Americano with Milk
15/12/2024;card;35.76;Latte
15/12/2024;card;35.76;Cocoa
15/12/2024;card;35.76;Hot Chocolate
16/12/2024;card;35.76;Latte
16/12/2024;card;35.76;Hot Chocolate
16/12/2024;card;35.76;Cocoa
16/12/2024;card;30.86;Americano with Milk
16/12/2024;card;35.76;Latte
16/12/2024;card;35.76;Hot Chocolate
16/12/2024;card;35.76;Latte
16/12/2024;card;30.86;Americano with Milk
17/12/2024;card;25.96;Cortado
17/12/2024;card;35.76;Cappuccino
17/12/2024;card;30.86;Americano with Milk
17/12/2024;card;25.96;Americano
17/12/2024;card;35.76;Cocoa
17/12/2024;card;35.76;Cappuccino
17/12/2024;card;35.76;Cocoa
18/12/2024;card;35.76;Latte
18/12/2024;card;30.86;Americano with Milk
18/12/2024;card;35.76;Latte
18/12/2024;card;35.76;Cappuccino
19/12/2024;card;35.76;Hot Chocolate
19/12/2024;card;30.86;Americano with Milk
19/12/2024;card;21.06;Espresso
19/12/2024;card;35.76;Hot Chocolate
19/12/2024;card;35.76;Cappuccino
19/12/2024;card;35.76;Cappuccino
19/12/2024;card;30.86;Americano with Milk
19/12/2024;card;35.76;Hot Chocolate
19/12/2024;card;35.76;Latte
19/12/2024;card;35.76;Cappuccino
20/12/2024;card;25.96;Cortado
20/12/2024;card;30.86;Americano with Milk
20/12/2024;card;35.76;Cappuccino
20/12/2024;card;25.96;Cortado
20/12/2024;card;21.06;Espresso
20/12/2024;card;30.86;Americano with Milk
20/12/2024;card;25.96;Cortado
20/12/2024;card;35.76;Cappuccino
20/12/2024;card;35.76;Cappuccino
21/12/2024;card;35.76;Cappuccino
21/12/2024;card;35.76;Latte
21/12/2024;card;25.96;Americano
21/12/2024;card;35.76;Hot Chocolate
21/12/2024;card;35.76;Latte
21/12/2024;card;30.86;Americano with Milk
21/12/2024;card;35.76;Latte
21/12/2024;card;35.76;Cocoa
21/12/2024;card;35.76;Hot Chocolate
21/12/2024;card;25.96;Cortado
21/12/2024;card;30.86;Americano with Milk
21/12/2024;card;25.96;Cortado
21/12/2024;card;25.96;Cortado
21/12/2024;card;35.76;Latte
21/12/2024;card;25.96;Cortado
22/12/2024;card;35.76;Cappuccino
22/12/2024;card;35.76;Cappuccino
22/12/2024;card;35.76;Hot Chocolate
22/12/2024;card;35.76;Hot Chocolate
22/12/2024;card;35.76;Hot Chocolate
22/12/2024;card;35.76;Cocoa
22/12/2024;card;25.96;Cortado
23/12/2024;card;25.96;Cortado
23/12/2024;card;30.86;Americano with Milk
23/12/2024;card;30.86;Americano with Milk
23/12/2024;card;35.76;Cappuccino
23/12/2024;card;35.76;Latte
23/12/2024;card;30.86;Americano with Milk
23/12/2024;card;35.76;Latte
23/12/2024;card;25.96;Cortado
23/12/2024;card;35.76;Latte
23/12/2024;card;25.96;Cortado
24/12/2024;card;30.86;Americano with Milk
24/12/2024;card;35.76;Hot Chocolate
24/12/2024;card;25.96;Cortado
24/12/2024;card;35.76;Hot Chocolate
24/12/2024;card;35.76;Latte
24/12/2024;card;21.06;Espresso
24/12/2024;card;35.76;Cappuccino
25/12/2024;card;35.76;Latte
25/12/2024;card;35.76;Latte
25/12/2024;card;30.86;Americano with Milk
25/12/2024;card;25.96;Americano
25/12/2024;card;30.86;Americano with Milk
25/12/2024;card;25.96;Americano
25/12/2024;card;35.76;Cappuccino
25/12/2024;card;35.76;Cocoa
25/12/2024;card;35.76;Cocoa
25/12/2024;card;35.76;Latte
25/12/2024;card;35.76;Cappuccino
25/12/2024;card;30.86;Americano with Milk
26/12/2024;card;35.76;Cappuccino
26/12/2024;card;21.06;Espresso
27/12/2024;card;25.96;Americano
27/12/2024;card;25.96;Cortado
27/12/2024;card;25.96;Cortado
27/12/2024;card;30.86;Americano with Milk
27/12/2024;card;35.76;Latte
27/12/2024;card;25.96;Americano
27/12/2024;card;30.86;Americano with Milk
27/12/2024;card;35.76;Cocoa
28/12/2024;card;25.96;Cortado
28/12/2024;card;25.96;Cortado
28/12/2024;card;30.86;Americano with Milk
28/12/2024;card;35.76;Latte
28/12/2024;card;35.76;Cappuccino
28/12/2024;card;35.76;Hot Chocolate
28/12/2024;card;35.76;Latte
28/12/2024;card;35.76;Cappuccino
29/12/2024;card;25.96;Cortado
29/12/2024;card;21.06;Espresso
29/12/2024;card;25.96;Americano
29/12/2024;card;25.96;Cortado
29/12/2024;card;21.06;Espresso
29/12/2024;card;25.96;Cortado
29/12/2024;card;35.76;Hot Chocolate
29/12/2024;card;35.76;Latte
30/12/2024;card;25.96;Cortado
30/12/2024;card;30.86;Americano with Milk
30/12/2024;card;35.76;Latte
30/12/2024;card;35.76;Hot Chocolate
30/12/2024;card;35.76;Latte
30/12/2024;card;30.86;Americano with Milk
30/12/2024;card;30.86;Americano with Milk
30/12/2024;card;25.96;Americano
30/12/2024;card;35.76;Cappuccino
31/12/2024;card;25.96;Cortado
31/12/2024;card;35.76;Cappuccino
31/12/2024;card;25.96;Cortado
31/12/2024;card;35.76;Cocoa
31/12/2024;card;30.86;Americano with Milk
31/12/2024;card;30.86;Americano with Milk
31/12/2024;card;35.76;Cappuccino
31/12/2024;card;30.86;Americano with Milk
31/12/2024;card;21.06;Espresso
31/12/2024;card;25.96;Americano
31/12/2024;card;35.76;Cappuccino
31/12/2024;card;35.76;Latte
31/12/2024;card;30.86;Americano with Milk
31/12/2024;card;35.76;Cappuccino
31/12/2024;card;35.76;Latte
31/12/2024;card;35.76;Hot Chocolate
02/01/2025;card;30.86;Americano with Milk
02/01/2025;card;35.76;Cocoa
02/01/2025;card;35.76;Cocoa
02/01/2025;card;25.96;Cortado
02/01/2025;card;25.96;Cortado
02/01/2025;card;25.96;Americano
02/01/2025;card;35.76;Hot Chocolate
02/01/2025;card;30.86;Americano with Milk
02/01/2025;card;35.76;Cappuccino
03/01/2025;card;25.96;Cortado
03/01/2025;card;30.86;Americano with Milk
03/01/2025;card;30.86;Americano with Milk
03/01/2025;card;35.76;Cappuccino
03/01/2025;card;25.96;Americano
03/01/2025;card;25.96;Americano
03/01/2025;card;35.76;Latte
04/01/2025;card;25.96;Cortado
04/01/2025;card;25.96;Americano
04/01/2025;card;35.76;Cappuccino
04/01/2025;card;35.76;Cocoa
04/01/2025;card;30.86;Americano with Milk
04/01/2025;card;35.76;Cappuccino
04/01/2025;card;35.76;Cappuccino
04/01/2025;card;25.96;Cortado
04/01/2025;card;25.96;Americano
04/01/2025;card;35.76;Latte
05/01/2025;card;30.86;Americano with Milk
05/01/2025;card;35.76;Latte
05/01/2025;card;30.86;Americano with Milk
06/01/2025;card;25.96;Americano
07/01/2025;card;35.76;Cappuccino
07/01/2025;card;35.76;Cocoa
07/01/2025;card;35.76;Cocoa
08/01/2025;card;30.86;Americano with Milk
08/01/2025;card;35.76;Latte
08/01/2025;card;25.96;Cortado
08/01/2025;card;35.76;Cappuccino
09/01/2025;card;25.96;Americano
09/01/2025;card;35.76;Latte
09/01/2025;card;30.86;Americano with Milk
09/01/2025;card;21.06;Espresso
09/01/2025;card;35.76;Latte
09/01/2025;card;30.86;Americano with Milk
09/01/2025;card;25.96;Cortado
09/01/2025;card;30.86;Americano with Milk
09/01/2025;card;35.76;Latte
10/01/2025;card;30.86;Americano with Milk
10/01/2025;card;30.86;Americano with Milk
10/01/2025;card;35.76;Cappuccino
10/01/2025;card;35.76;Hot Chocolate
10/01/2025;card;30.86;Americano with Milk
11/01/2025;card;30.86;Americano with Milk
11/01/2025;card;35.76;Hot Chocolate
11/01/2025;card;25.96;Americano
11/01/2025;card;35.76;Latte
11/01/2025;card;35.76;Latte
11/01/2025;card;35.76;Latte
11/01/2025;card;35.76;Latte
11/01/2025;card;30.86;Americano with Milk
11/01/2025;card;30.86;Americano with Milk
11/01/2025;card;35.76;Cappuccino
11/01/2025;card;35.76;Latte
11/01/2025;card;25.96;Cortado
11/01/2025;card;35.76;Latte
11/01/2025;card;25.96;Cortado
11/01/2025;card;30.86;Americano with Milk
12/01/2025;card;30.86;Americano with Milk
12/01/2025;card;25.96;Americano
12/01/2025;card;30.86;Americano with Milk
12/01/2025;card;35.76;Hot Chocolate
12/01/2025;card;30.86;Americano with Milk
13/01/2025;card;30.86;Americano with Milk
13/01/2025;card;30.86;Americano with Milk
13/01/2025;card;25.96;Cortado
13/01/2025;card;35.76;Latte
13/01/2025;card;35.76;Latte
13/01/2025;card;35.76;Cappuccino
13/01/2025;card;35.76;Latte
13/01/2025;card;21.06;Espresso
14/01/2025;card;35.76;Latte
14/01/2025;card;25.96;Cortado
14/01/2025;card;30.86;Americano with Milk
14/01/2025;card;35.76;Latte
14/01/2025;card;30.86;Americano with Milk
14/01/2025;card;30.86;Americano with Milk
14/01/2025;card;35.76;Cappuccino
14/01/2025;card;35.76;Latte
15/01/2025;card;30.86;Americano with Milk
15/01/2025;card;25.96;Americano
15/01/2025;card;35.76;Cappuccino
15/01/2025;card;35.76;Latte
15/01/2025;card;35.76;Cappuccino
15/01/2025;card;35.76;Latte
15/01/2025;card;35.76;Latte
15/01/2025;card;35.76;Latte
15/01/2025;card;35.76;Latte
15/01/2025;card;35.76;Cappuccino
16/01/2025;card;35.76;Latte
16/01/2025;card;30.86;Americano with Milk
16/01/2025;card;30.86;Americano with Milk
16/01/2025;card;25.96;Cortado
16/01/2025;card;35.76;Latte
16/01/2025;card;35.76;Latte
16/01/2025;card;35.76;Cappuccino
16/01/2025;card;35.76;Hot Chocolate
16/01/2025;card;35.76;Hot Chocolate
16/01/2025;card;25.96;Cortado
17/01/2025;card;35.76;Cocoa
17/01/2025;card;35.76;Latte
17/01/2025;card;35.76;Cappuccino
17/01/2025;card;30.86;Americano with Milk
17/01/2025;card;30.86;Americano with Milk
17/01/2025;card;35.76;Cocoa
17/01/2025;card;35.76;Cocoa
17/01/2025;card;35.76;Hot Chocolate
17/01/2025;card;35.76;Hot Chocolate
18/01/2025;card;30.86;Americano with Milk
18/01/2025;card;35.76;Hot Chocolate
18/01/2025;card;35.76;Latte
18/01/2025;card;35.76;Hot Chocolate
20/01/2025;card;30.86;Americano with Milk
20/01/2025;card;30.86;Americano with Milk
20/01/2025;card;25.96;Cortado
20/01/2025;card;25.96;Americano
20/01/2025;card;25.96;Cortado
20/01/2025;card;30.86;Americano with Milk
20/01/2025;card;35.76;Hot Chocolate
20/01/2025;card;35.76;Cappuccino
20/01/2025;card;35.76;Cappuccino
20/01/2025;card;35.76;Latte
21/01/2025;card;35.76;Cocoa
21/01/2025;card;25.96;Cortado
21/01/2025;card;30.86;Americano with Milk
21/01/2025;card;25.96;Americano
21/01/2025;card;35.76;Hot Chocolate
21/01/2025;card;35.76;Latte
21/01/2025;card;35.76;Latte
21/01/2025;card;25.96;Americano
22/01/2025;card;21.06;Espresso
22/01/2025;card;30.86;Americano with Milk
22/01/2025;card;35.76;Cocoa
22/01/2025;card;30.86;Americano with Milk
22/01/2025;card;35.76;Cappuccino
22/01/2025;card;35.76;Latte
22/01/2025;card;30.86;Americano with Milk
24/01/2025;card;35.76;Cappuccino
24/01/2025;card;25.96;Cortado
24/01/2025;card;35.76;Cocoa
24/01/2025;card;25.96;Americano
24/01/2025;card;35.76;Cocoa
24/01/2025;card;35.76;Hot Chocolate
24/01/2025;card;35.76;Latte
25/01/2025;card;35.76;Cappuccino
25/01/2025;card;35.76;Cappuccino
25/01/2025;card;25.96;Americano
26/01/2025;card;25.96;Americano
26/01/2025;card;21.06;Espresso
27/01/2025;card;25.96;Cortado
27/01/2025;card;25.96;Americano
27/01/2025;card;35.76;Cappuccino
27/01/2025;card;30.86;Americano with Milk
27/01/2025;card;30.86;Americano with Milk
27/01/2025;card;25.96;Cortado
27/01/2025;card;30.86;Americano with Milk
27/01/2025;card;35.76;Latte
27/01/2025;card;35.76;Latte
27/01/2025;card;35.76;Latte
28/01/2025;card;35.76;Latte
28/01/2025;card;25.96;Americano
28/01/2025;card;30.86;Americano with Milk
28/01/2025;card;25.96;Americano
28/01/2025;card;35.76;Cocoa
28/01/2025;card;25.96;Cortado
28/01/2025;card;25.96;Americano
28/01/2025;card;35.76;Latte
28/01/2025;card;35.76;Cappuccino
29/01/2025;card;25.96;Americano
29/01/2025;card;25.96;Americano
29/01/2025;card;30.86;Americano with Milk
29/01/2025;card;21.06;Espresso
30/01/2025;card;30.86;Americano with Milk
30/01/2025;card;30.86;Americano with Milk
30/01/2025;card;25.96;Cortado
30/01/2025;card;35.76;Hot Chocolate
30/01/2025;card;25.96;Americano
30/01/2025;card;30.86;Americano with Milk
30/01/2025;card;35.76;Hot Chocolate
30/01/2025;card;30.86;Americano with Milk
30/01/2025;card;25.96;Cortado
31/01/2025;card;25.96;Americano
31/01/2025;card;30.86;Americano with Milk
31/01/2025;card;30.86;Americano with Milk
31/01/2025;card;35.76;Cocoa
31/01/2025;card;35.76;Cappuccino
31/01/2025;card;35.76;Cappuccino
31/01/2025;card;35.76;Latte
31/01/2025;card;35.76;Latte
31/01/2025;card;35.76;Cappuccino
31/01/2025;card;30.86;Americano with Milk
31/01/2025;card;30.86;Americano with Milk
31/01/2025;card;25.96;Americano
01/02/2025;card;30.86;Americano with Milk
01/02/2025;card;30.86;Americano with Milk
01/02/2025;card;25.96;Cortado
01/02/2025;card;25.96;Cortado
01/02/2025;card;35.76;Cappuccino
01/02/2025;card;35.76;Cappuccino
01/02/2025;card;35.76;Latte
01/02/2025;card;35.76;Cappuccino
01/02/2025;card;30.86;Americano with Milk
01/02/2025;card;30.86;Americano with Milk
01/02/2025;card;30.86;Americano with Milk
02/02/2025;card;35.76;Cappuccino
02/02/2025;card;35.76;Cappuccino
02/02/2025;card;35.76;Latte
02/02/2025;card;35.76;Latte
02/02/2025;card;30.86;Americano with Milk
02/02/2025;card;35.76;Latte
02/02/2025;card;35.76;Latte
03/02/2025;card;35.76;Cappuccino
03/02/2025;card;30.86;Americano with Milk
03/02/2025;card;21.06;Espresso
03/02/2025;card;30.86;Americano with Milk
03/02/2025;card;25.96;Americano
03/02/2025;card;35.76;Cappuccino
03/02/2025;card;30.86;Americano with Milk
03/02/2025;card;35.76;Cappuccino
03/02/2025;card;35.76;Cappuccino
03/02/2025;card;25.96;Americano
03/02/2025;card;25.96;Americano
03/02/2025;card;35.76;Latte
03/02/2025;card;35.76;Latte
03/02/2025;card;35.76;Latte
03/02/2025;card;25.96;Americano
03/02/2025;card;35.76;Cocoa
03/02/2025;card;30.86;Americano with Milk
03/02/2025;card;30.86;Americano with Milk
03/02/2025;card;30.86;Americano with Milk
03/02/2025;card;35.76;Hot Chocolate
03/02/2025;card;35.76;Latte
03/02/2025;card;35.76;Hot Chocolate
